alpha,T,auc,brier,log_loss,accuracy,n_bets,roi,profit,win_rate
0.65,1.1,0.7671261976517734,0.1956029717109739,0.574628502641763,0.6922183507549361,438,0.3741095890410959,163.86,0.4132420091324201
0.65,1.2,0.7671261976517734,0.1968329016754228,0.5782303690660269,0.6922183507549361,476,0.34661764705882353,164.99,0.3949579831932773
0.65,1.3,0.7671261976517734,0.19821414430032966,0.5820351142838432,0.6922183507549361,497,0.3067002012072434,152.42999999999998,0.3782696177062374
0.65,1.5,0.7671261976517734,0.20115818733514482,0.5896526874710006,0.6922183507549361,533,0.23508442776735458,125.3,0.3527204502814259
0.65,1.7,0.7671261976517734,0.20409227816599648,0.5968209835989107,0.6922183507549361,566,0.21051236749116606,119.14999999999999,0.3462897526501767
0.65,2.0,0.7671261976517734,0.208182905932734,0.6063573597311588,0.6922183507549361,585,0.18743589743589742,109.64999999999999,0.3401709401709402
0.65,2.5,0.7671261976517734,0.21392695835004513,0.6191463417842819,0.6922183507549361,601,0.18096505823627287,108.75999999999999,0.33943427620632277
0.65,3.0,0.7671261976517734,0.21845726224328538,0.628891990082053,0.6922183507549361,613,0.19597063621533442,120.13,0.34910277324632955
0.7,0.5,0.7674551193231888,0.2036518614683079,0.6032243719922208,0.6904761904761905,748,0.19923796791443854,149.03000000000003,0.6818181818181818
0.7,0.6,0.7674523783092604,0.19838994478278393,0.5821756508737453,0.6904761904761905,661,0.22975794251134646,151.87,0.649016641452345
0.7,0.7,0.7674523783092604,0.19553599496263754,0.5726513737561387,0.6904761904761905,575,0.2990260869565217,171.94,0.6295652173913043
0.7,0.8,0.7674523783092604,0.19428825166246358,0.5693770400575047,0.6904761904761905,498,0.3236947791164658,161.2,0.570281124497992
